MaarjAM accession number	GenBank accession number	Fungal class	Fungal order	Fungal family	Fungal genus	Fungal species	VTX	Source	Source specify	Host subclass	Host superorder	Host order	Host family	Host genus	Host species	Ecosystem	Biome	Habitat	Climatic zone	Biogeo realm	Soil pH	C content	P content	N content	Altitude (m)	Average annual precipitation (mm)	Continent	Country	State	Location	Coordinates	Culture code	Forward primer	Reverse primer	Marker region	Sequencing method	Sequencing chemistry	Journal	Year	Title	Authors
MOA18713	HF568596	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Genista cinerea subsp. speciosa							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18714	HF568597	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Genista cinerea subsp. speciosa							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18715	HF568598	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Fabales	Fabaceae	Genista	cinerea subsp. speciosa	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18716	HF568599	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Fabales	Fabaceae	Genista	cinerea subsp. speciosa	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18717	HF568600	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Lavandula latifolia							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18718	HF568601	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Lavandula latifolia							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18719	HF568602	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Lavandula	latifolia	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18720	HF568603	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Lavandula	latifolia	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18721	HF568604	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Thymus zigys sbsp. gracilis							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18722	HF568605	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Thymus zigys sbsp. gracilis							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18723	HF568606	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Thymus	zigys sbsp. gracilis	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18724	HF568607	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Thymus	zigys sbsp. gracilis	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18725	HF568608	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Rosmarinus officinalis							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18726	HF568609	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Rosmarinus officinalis							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18727	HF568610	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Rosmarinus	officinalis	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18728	HF568611	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Rosmarinus	officinalis	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18729	HF568612	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Thymus mastichina							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18730	HF568613	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	other	fungal spores extracted from rhizosphere soil of Thymus mastichina							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18731	HF568614	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Thymus	mastichina	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18732	HF568615	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Thymus	mastichina	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18844	HF568727	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	other	fungal spores extracted from rhizosphere soil of Genista cinerea subsp. speciosa							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18845	HF568728	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	other	fungal spores extracted from rhizosphere soil of Genista cinerea subsp. speciosa							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18846	HF568729	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	plant roots		Magnoliidae	Rosanae	Fabales	Fabaceae	Genista	cinerea subsp. speciosa	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18847	HF568730	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	plant roots		Magnoliidae	Rosanae	Fabales	Fabaceae	Genista	cinerea subsp. speciosa	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18848	HF568731	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	other	fungal hyphae extracted from rhizosphere soil of Lavandula latifolia							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18849	HF568732	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	other	fungal hyphae extracted from rhizosphere soil of Lavandula latifolia							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18850	HF568733	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	other	fungal spores extracted from rhizosphere soil of Lavandula latifolia							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18851	HF568734	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Lavandula	latifolia	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18852	HF568735	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Lavandula	latifolia	shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18853	HF568736	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	other	fungal hyphae extracted from rhizosphere soil of Thymus zigys sbsp. gracilis							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18854	HF568737	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	other	fungal hyphae extracted from rhizosphere soil of Thymus zigys sbsp. gracilis							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
MOA18855	HF568738	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00336	other	fungal spores extracted from rhizosphere soil of Thymus zigys sbsp. gracilis							shrubland	Subtropical shrubland	shrubland	subtropical	Palearctic						385	Europe	Spain	Andalusia	Sierra de Baza Natural Park	37deg24.00'N 2deg50.00'W		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Environmental Microbiology	2015	The composition of arbuscular mycorrhizal fungal communities differs among the roots, spores and extraradical mycelia associated with five Mediterranean plant species	Varela-Cervero, S.; Vasar, M.; Davison, J.; Barea, J. M.; Opik, M.; Azcon-Aguilar, C.
